date,content,username,tweet_url,reply_count,retweet_count,like_count,verified,followers,content_clean,content_translated
2023-04-06 10:05:02+00:00,"Karna kangen banget dah lama ga on disini…Aku mau bagi2 saldo aka thr kecil-kecilan sebesar 100K buat total 4 org pemenang🥰🫶🏻 

Syaratnya cukup RT &amp; rep foto bias kamu aja yaa! Aku tunggu sampe jam 19.00 akan diumumin pemenangnya!! 🥳

Goodluck~🍀",ddeonghoo_nie,https://twitter.com/ddeonghoo_nie/status/1643917723196620800,64,60,18,False,4657,karna kangen banget dah lama ga on disini…aku mau bagi2 saldo aka thr kecilkecilan sebesar 100k buat total 4 org pemenang🥰🫶🏻 syaratnya cukup rt amp rep foto bias kamu aja yaa aku tunggu sampe jam 1900 akan diumumin pemenangnya goodluck🍀,because I really miss it for a long time not on here ... I want to share the balance aka a small thr of 100k for a total of 4 winners.
2023-04-06 10:02:51+00:00,"@pn7l7h Lebih puyeng org yg kena palak, kerja sama mereka engga kasih jatah THR iya 😂. Engga dikasih bisa jd akan ada kejadian engga enak, padahal sdh dr tahun kemarin warga lapor ttg ini ke kepolisian. Tapi blom ada tindakan tegas.",Nur167_waw4,https://twitter.com/Nur167_waw4/status/1643917172941651968,2,4,32,False,1506,lebih puyeng org yg kena palak kerja sama mereka engga kasih jatah thr iya engga dikasih bisa jd akan ada kejadian engga enak padahal sdh dr tahun kemarin warga lapor ttg ini ke kepolisian tapi blom ada tindakan tegas,"more pursuing people who are affected by their cooperation with their lovers, yes, yes, yes, I can't be given, so there will be an incident that is not good even though last year the residents reported to the police, but there was no decisive action."
2023-04-06 10:00:17+00:00,"Buat yang belum menang, bagi-bagi THR mingguan terakhir dari AdaKami akan diumumin hari Senin 10 April 2023 besok, lho! Buruan ikutan 😆

Jangan lupa ada total THR Rp24.000.000 di #SelaluAdaKebersamaan dan Rp45.000.000 di #SelaluAdaTHR juga ya 😉

#AdaKami #AdaKuisRamadan",adakamiofficial,https://twitter.com/adakamiofficial/status/1643916526461001729,4,17,39,True,7504,buat yang belum menang bagibagi thr mingguan terakhir dari adakami akan diumumin hari senin 10 april 2023 besok lho buruan ikutan jangan lupa ada total thr rp24000000 di dan rp45000000 di juga ya,"For those who haven't won for the last weekly THR from Adakami, it will be announced on Monday, April 10, 2023 tomorrow, don't forget, don't forget that there is a total THR of Rp24000000 in and Rp45000000 in too"
2023-04-06 09:41:06+00:00,@pn7l7h Trs THR itu buat siapa ya Mbah?,panjianom102,https://twitter.com/panjianom102/status/1643911701019123712,3,2,9,False,9861,trs thr itu buat siapa ya mbah,Trs THR is for whom
2023-04-06 09:34:59+00:00,Alhamdulilah klunting thr gaji 100% sudah masuk 🤲,PNS_Ababil,https://twitter.com/PNS_Ababil/status/1643910162993020928,63,17,93,False,146363,alhamdulilah klunting thr gaji 100 sudah masuk,Thankfully Klunting Thr Salary 100 is already in
2023-04-06 09:34:34+00:00,@MrYudha_ @gibran_tweet Mau pulang kampung jauh jdi sekalian tuker  buat thr,Anikk0326,https://twitter.com/Anikk0326/status/1643910055572701184,2,1,1,False,215,mau pulang kampung jauh jdi sekalian tuker buat thr,Want to go home far away from all for Thr
2023-04-06 09:34:29+00:00,"Memang kasian jg Adek2 Santri ini,  Sudah 2 kali lebaran tak bisa kita belikan baju baru hanya THR Seadanya krn penggalan dana Zakat, Infaq&amp;Shodaqoh nya terbatas.
Yg pulang kerumah jg ternyanta sebagian tdk bisa beli krn keluarga jg tidak mampu.
Dalam doa semoga ada kejaiban 🤲",HadaitFiman,https://twitter.com/HadaitFiman/status/1643910034160766976,1,2,3,False,10219,memang kasian jg adek2 santri ini sudah 2 kali lebaran tak bisa kita belikan baju baru hanya thr seadanya krn penggalan dana zakat infaqampshodaqoh nya terbatas yg pulang kerumah jg ternyanta sebagian tdk bisa beli krn keluarga jg tidak mampu dalam doa semoga ada kejaiban,"Indeed, sorry for this santri, we have not been able to buy new clothes twice, only a piece of THR is a fragment of the infaqampshodaqoh zakat fund that is limited to the house, too, some of them cannot buy because the family is also unable to pray."
2023-04-06 09:34:18+00:00,"Rp500.000 Dana kaget THR 
 ✅ RT LIKe done.",Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1643909988127997953,27,32,36,False,54965,rp500000 dana kaget thr rt like done,rp500000 dana kaget thr rt like done
2023-04-06 09:15:37+00:00,"PENGUMUMAN MISTER POTATO BAGI2 THR!!! 🤯👍

Pantengin twitt Mister besok Amigos, THR NONSTOP sampe tanggal 17 April!!! Enaknya bagi2 jam berapa ya Amigos? 😁

#MisterPotatoXNeymarJr #NeymarJr #Ney10 #RidiculousKick #RidiculouslyTasty #RasanyaNendangBanget #RamadanSeruMisterPotato",MisterPotato_ID,https://twitter.com/MisterPotato_ID/status/1643905285847916544,2,10,30,False,9878,pengumuman mister potato bagi2 thr 🤯👍 pantengin twitt mister besok amigos thr nonstop sampe tanggal 17 april enaknya bagi2 jam berapa ya amigos,Announcement of Mister Potato for Thr 🤯👍 Pantengin Twitt Mister tomorrow Amigos THR Nonstop until April 17 is delicious for what time Amigos
2023-04-06 09:08:00+00:00,"sudah waktunya... kita semua pasti bertanya2

THR kapan turun",RezaAvanluna,https://twitter.com/RezaAvanluna/status/1643903370036654081,19,23,266,False,80771,sudah waktunya kita semua pasti bertanya2 thr kapan turun,It's time for us all to ask questions when we come down
2023-04-06 09:01:45+00:00,"Gausah repot repot kado deh, aku gamau kado maunya thr sebulan gaji aja 🥲.",poempathic,https://twitter.com/poempathic/status/1643901797990567937,1,1,4,False,2688,gausah repot repot kado deh aku gamau kado maunya thr sebulan gaji aja,"I don't have to bother the gift, I don't want a gift, I want to have a month's salary for a month"
2023-04-06 08:34:57+00:00,/ss wtb japan goods yg bisa nyicil 50k/barang samoe lunas ada ga ya😭 nunggu thr cair,strayselling,https://twitter.com/strayselling/status/1643895053721669632,2,0,2,False,37745,ss wtb japan goods yg bisa nyicil 50kbarang samoe lunas ada ga ya😭 nunggu thr cair,"ss wtb japan goods who can install 50k goods until paid off there is or not, wait for the liquid THR"
2023-04-06 08:22:52+00:00,"@stefanaezer Jadi inget cerita om ku jaman kuliah di ugm. Kost di tempat jelek atapnya bocor, prihatin makan cuma nasi bakwan 1 hampir tiap hari. Jd tukang cuci mobil dan nyetirin dosennya buat nambah cuan, kadang ikut penelitian dosen dapet cuan. Pernah juga dicopet di bis. Kurus banget.",irtikcantik,https://twitter.com/irtikcantik/status/1643892011634954240,2,2,13,False,936,jadi inget cerita om ku jaman kuliah di ugm kost di tempat jelek atapnya bocor prihatin makan cuma nasi bakwan 1 hampir tiap hari jd tukang cuci mobil dan nyetirin dosennya buat nambah cuan kadang ikut penelitian dosen dapet cuan pernah juga dicopet di bis kurus banget,"so remember my uncle's story in college at UGM boarding in an ugly place the roof leaked to eat, just eating only bakwan rice almost every day so a car wash and driving the lecturer to add cuan sometimes participated"
2023-04-06 07:37:58+00:00,"@tanyarlfes anak kecil thr nya byk, pdhal kebutuhan yg dewasa yg lebih bnyk
ternyata anak kecil itu mudah kena tipu investasi bodong, contoh anak aku, semua uang dipegang aku, tau tau abis😭😭",FisaumiP,https://twitter.com/FisaumiP/status/1643880714348400641,4,1,13,False,66,anak kecil thr nya byk pdhal kebutuhan yg dewasa yg lebih bnyk ternyata anak kecil itu mudah kena tipu investasi bodong contoh anak aku semua uang dipegang aku tau tau abis😭😭,"The child is a lot of the lots of adult needs that are more many, it turns out that the child is easy to get tricky investment for the example of my child all the money is held I know after it"
2023-04-06 07:17:40+00:00,"@tanyarlfes gw kalau udah punya pendapatan dan kaya (aamiin), gw bakal beda-bedain THR, buat yang belum sekolah, yang SD, SMP, SMA, kuliah, gw gedein yang anak kuliah 🙏🏻",its_xoxosa,https://twitter.com/its_xoxosa/status/1643875605551919104,1,1,187,False,37,gw kalau udah punya pendapatan dan kaya aamiin gw bakal bedabedain thr buat yang belum sekolah yang sd smp sma kuliah gw gedein yang anak kuliah 🙏🏻,"if I already have income and rich Aamiin I will be bedabedain THR for those who have not been in school who are in elementary school, high school, my college is big, who is a college child 🙏🏻"
2023-04-06 07:05:45+00:00,@tanyarlfes Kenapa thr bocil lebih byk dari orang dewasa padahal yg paling byk kebutuhan orang dewasa😭,jjongininie,https://twitter.com/jjongininie/status/1643872606918168577,4,1,479,False,2738,kenapa thr bocil lebih byk dari orang dewasa padahal yg paling byk kebutuhan orang dewasa😭,Why is there more THR leakage than adults even though the most adult needs are
2023-04-06 06:58:54+00:00,Jangan lupa bayaran THR karyawan.,jarangbercanda,https://twitter.com/jarangbercanda/status/1643870880139997184,3,1,1,False,2203,jangan lupa bayaran thr karyawan,Don't forget to pay for employee THR
2023-04-06 06:25:00+00:00,work! siapa yg thr turun langsung ajuin resign?🙏,worksfess,https://twitter.com/worksfess/status/1643862350339133440,9,1,10,False,615706,work siapa yg thr turun langsung ajuin resign🙏,WORK WHO ARE THR DESTROYED DIRECT AJAIN RESIGN
2023-04-06 06:10:44+00:00,"Biar ga salah paham, emailnya aku kasih abis lebaran ya guys, pas lokernya buka. HRD baru mau ngolah cvnya abis libur lebaran. Takut kelewat soalnya tgl2 segini pd sibuk ngurus THR sama ngurusin yg pada resign dulu. Okay? 
Nnti bakal coba kirim di Workfess jg kok.",mukkbangkeong,https://twitter.com/mukkbangkeong/status/1643858760820219904,2,1,2,False,502,biar ga salah paham emailnya aku kasih abis lebaran ya guys pas lokernya buka hrd baru mau ngolah cvnya abis libur lebaran takut kelewat soalnya tgl2 segini pd sibuk ngurus thr sama ngurusin yg pada resign dulu okay nnti bakal coba kirim di workfess jg kok,"so I don't misunderstand the email, I give me after Eid, guys, guys, when the locker is open, I will just process the CV, after the Eid holiday, I'm afraid of being too too much, because the date is busy taking care of the THR and taking care of the one who resigns it, it's okay, I will try to send it to workfes"
2023-04-06 05:26:14+00:00,THR hilalnya udah keliataan blm guys?,agannyi,https://twitter.com/agannyi/status/1643847561235804165,23,2,13,False,63779,thr hilalnya udah keliataan blm guys,"the hilaneh is already visible yet, guys"
2023-04-06 05:13:31+00:00,@Paltiwest @KapukKelurahan @kel_kapuk @kemendagri @titokarnavian_ @kec_cengkareng  Hallo... apakah pengurus RT/RW boleh minta2 THR? Dan benar kelurahan menyetujuinya? Krn ada kop suratnya. @DivHumas_Polri @CCICPolri @ListyoSigitP,Robert79101717,https://twitter.com/Robert79101717/status/1643844359262191617,1,1,2,False,1,hallo apakah pengurus rtrw boleh minta2 thr dan benar kelurahan menyetujuinya krn ada kop suratnya,Hello whether the RTRW management may ask for the THR and it is true that the kelurahan agrees because there is a letterhead
2023-04-06 04:45:50+00:00,@CNNIndonesia JUDULNYA SUDAH MENDESKREDITKAN SATU PIHAK ... DRIVER OJOL ADALAH MITRA BUKAN KARYAWAN ..JADI PERUSAHAAN TIDAK ADA KEWAJIBAN UNTUK MEMBERIKAN THR,KuncoroPan84667,https://twitter.com/KuncoroPan84667/status/1643837395186618369,2,1,8,False,0,judulnya sudah mendeskreditkan satu pihak driver ojol adalah mitra bukan karyawan jadi perusahaan tidak ada kewajiban untuk memberikan thr,The title has discredited one Ojol driver is a non -employee partner so there is no obligation to provide THR
2023-04-06 04:35:46+00:00,"@CNNIndonesia Mimin CNN mau kompor2in netijen atau gimana nih?🤔

dari jadul juga mitra driver ojol emang gak dapet THR krn statusnya mitra bukan karyawan.",p4piKRiS,https://twitter.com/p4piKRiS/status/1643834859549528065,0,1,52,False,227,mimin cnn mau kompor2in netijen atau gimana nih🤔 dari jadul juga mitra driver ojol emang gak dapet thr krn statusnya mitra bukan karyawan,Mimin CNN wants to compose netizens or what do I have always been ojol driver partners.
2023-04-06 04:28:33+00:00,"@Paltiwest Baru tau
THR itu di minta minta pake surat pemberitahuan begini..

Kirain thr itu hanya dari pemilik usaha terhadap pegawainya",rido_trio,https://twitter.com/rido_trio/status/1643833044867104769,1,1,2,False,203,baru tau thr itu di minta minta pake surat pemberitahuan begini kirain thr itu hanya dari pemilik usaha terhadap pegawainya,"just found out that the THR was asked to use a notification letter like this, because the THR was only from the business owner against his employees"
2023-04-06 04:18:55+00:00,Pantesan hari ini cerah ternyata THR turun 🤩,JungleBlade,https://twitter.com/JungleBlade/status/1643830620475527169,19,0,12,False,7878,pantesan hari ini cerah ternyata thr turun,"No wonder today is bright, it turns out that THR goes down"
2023-04-06 03:13:46+00:00,Udah THR ya guys,aipsun,https://twitter.com/aipsun/status/1643814225301897217,10,1,1,False,15561,udah thr ya guys,Already THR huh guys
2023-04-06 03:01:22+00:00,"Ngasih ibuku THR duluan dan pengeluaran berat aku yg tanggung biar ga banyak pikiran, soalnya bapakku ga bnr ;( 
Eh malah pagi ini diribetin nenek ku dan omtante ku minta uang katanya gabisa makan🙂 
Gini amat sandwich gen -rek 😭",sbyfess,https://twitter.com/sbyfess/status/1643811103489789952,24,1,39,False,333298,ngasih ibuku thr duluan dan pengeluaran berat aku yg tanggung biar ga banyak pikiran soalnya bapakku ga bnr eh malah pagi ini diribetin nenek ku dan omtante ku minta uang katanya gabisa makan🙂 gini amat sandwich gen rek,"gave me my mother first and my heavy expenses were responsible so that there weren't many thoughts because my father didn't bnr eh, instead this morning my grandmother and omtante were asked for money, he said he couldn't eat"
2023-04-06 02:51:09+00:00,"jangan datang membawa luka, datanglah membawa thr 🥹",galantease,https://twitter.com/galantease/status/1643808532612145152,1,8,16,False,3361,jangan datang membawa luka datanglah membawa thr,don't come bring the wound come and bring a thr
2023-04-06 02:25:01+00:00,"Wrk! Akhirnya THR cairr gaiss, saatnya mencari pekerjaan baruu. Pengen nunggu bonus tapi kelamaan masih 2 bulan lagi",worksfess,https://twitter.com/worksfess/status/1643801957143040001,17,7,41,False,615706,wrk akhirnya thr cairr gaiss saatnya mencari pekerjaan baruu pengen nunggu bonus tapi kelamaan masih 2 bulan lagi,wrk finally THR LIAHR GAISS is time to find a new job I want to wait for a bonus but over time is still in 2 months
2023-04-06 01:58:15+00:00,thr mu kapan -rek ?,sbyfess,https://twitter.com/sbyfess/status/1643795220721717248,14,1,3,False,333298,thr mu kapan rek,MU THR WHEN REC
2023-04-06 01:19:56+00:00,"@worksfess Thr dia aja ga nyentuh gapok gue as nakes, bersyukur aja deh",haechaniewatta,https://twitter.com/haechaniewatta/status/1643785576611737600,23,6,136,False,132,thr dia aja ga nyentuh gapok gue as nakes bersyukur aja deh,"Thr, he doesn't just touch my gapok, it is very grateful"
2023-04-06 00:38:25+00:00,"Buka WhatsApp nggk ngarep chat dari siapa-siapa lagi, cuma ngarep dari seseorang 

""THR buat kamu sudah bapak transfer ya""",mftpjo___,https://twitter.com/mftpjo___/status/1643775128793395201,32,5,139,False,10360,buka whatsapp nggk ngarep chat dari siapasiapa lagi cuma ngarep dari seseorang thr buat kamu sudah bapak transfer ya,"Open WhatsApp, I don't want to chat from who else is just NGAREP from someone THR for you, you have transferred"
2023-04-06 00:34:15+00:00,@TxtdariHI Tiap tahun modus Hamas (Syiah) mintain THR ya gini. Bentar lg ada penggalangan sumbangan.,YouFive,https://twitter.com/YouFive/status/1643774081714786305,3,1,9,False,194,tiap tahun modus hamas syiah mintain thr ya gini bentar lg ada penggalangan sumbangan,Every year the Hamas Shia mode asked for THR
2023-04-06 00:23:04+00:00,"@tanyakanrl Manggarai tambah padet asli, yang biasanya walau dempetan tapi gak Sampek sesek napas gw. Sekarang milih naik ojol dari kantor (Jakpus) ke rumah (Bekasi) walaupun mahal tapi worth it buat mental gw. 

Gapapa mahal, thr dah cair wkwk",MHRPZN,https://twitter.com/MHRPZN/status/1643771265864597504,3,1,78,False,20,manggarai tambah padet asli yang biasanya walau dempetan tapi gak sampek sesek napas gw sekarang milih naik ojol dari kantor jakpus ke rumah bekasi walaupun mahal tapi worth it buat mental gw gapapa mahal thr dah cair wkwk,"Manggarai is added to the original padet which is usually even though it's dipped but not until I breathe now I choose to ride ojol from the Central Jakarta office to Bekasi's house even though it is expensive but worth it for me mentally, it's expensive, THR is already disbursed."
2023-04-06 00:03:55+00:00,"@txtdrjkt Udah sebulanan lebih gue jadi plt kepala gudang di daerah sini. Nih daerah emang parah, ormas, preman, warga lokal semua pada minta THR. Sebagian malah rada maksa lagi. Seminggu ini tiap hari ada aja yg dateng kasih proposal minta THR 😪",yang_rajin,https://twitter.com/yang_rajin/status/1643766449012641793,3,7,16,False,707,udah sebulanan lebih gue jadi plt kepala gudang di daerah sini nih daerah emang parah ormas preman warga lokal semua pada minta thr sebagian malah rada maksa lagi seminggu ini tiap hari ada aja yg dateng kasih proposal minta thr,"It's been a month that I have been the Acting Head of the Warehouse in this area, the region is really a severe CSOs for local residents, all of them ask for THR."
2023-04-05 23:49:05+00:00,Pagi-pagi THR udah masuk aja 😣😣 minggu depan gajian 😣 kapan ngeluhnya dong ini😔,satriaoo,https://twitter.com/satriaoo/status/1643762713905213441,3,4,5,False,44840,pagipagi thr udah masuk aja 😣😣 minggu depan gajian kapan ngeluhnya dong ini😔,"Morning, THR is just in 😣😣 next week pay when you complain about this😔"
2023-04-05 23:48:19+00:00,"Ga butuh semangat, butuhnya THR",Rainshaa,https://twitter.com/Rainshaa/status/1643762519801212928,3,1,12,False,699,ga butuh semangat butuhnya thr,No need to be enthusiastic about the need for THR
2023-04-05 21:24:30+00:00,"@txtdrjkt Kesalahannya
1. RT dan RW bukan unit kerja Pemprov DKI, menggunakan kop surat berlogo Jaya Raya adalah salah. 
2. Perihal surat Pemberitahuan THR, isi surat pungutan THR. 
3. Yang ttd seabrek. 

Kalo ada pungutan ZIS sukarela dari kelurahan,RT RW cukup kasi liat surat kelurahan.",fauzi_badarudin,https://twitter.com/fauzi_badarudin/status/1643726329626656769,1,47,490,False,61,kesalahannya 1 rt dan rw bukan unit kerja pemprov dki menggunakan kop surat berlogo jaya raya adalah salah 2 perihal surat pemberitahuan thr isi surat pungutan thr 3 yang ttd seabrek kalo ada pungutan zis sukarela dari kelurahanrt rw cukup kasi liat surat kelurahan,The mistake is 1 RT and RW not the DKI Jakarta Provincial Government Work Unit using the Jaya Raya logo letterhead is one of the Thr Notification Letter of the Contents of THR 3 LETTERS which is signed if there is a voluntary ZIS levy from RW Kelurahan.
2023-04-05 18:06:57+00:00,"@kegblgnunfaedh Kemarin minta gratisan, sekarang minta maaf, jangan-jangan besok minta THR…",sewainmobil_id,https://twitter.com/sewainmobil_id/status/1643676614625230848,15,96,3701,False,986,kemarin minta gratisan sekarang minta maaf janganjangan besok minta thr…,"Yesterday I asked for free now apologize, don't ask for tomorrow, ask for THR ..."
2023-04-05 17:12:29+00:00,"@txtdrjkt Wajar sih menurut gua, asal emang buat ngasih THR ke satpam komplek, tukang sampah komplek, di RT rumah gua juga gini, malah kalau rumah gua suka ngasih THR khusus ke satpam komplek diluar iuran THR ini. Kalau bukan warga yang patungan itu satpam sama kang sampah THRnya dari mana",naufalrizkhy,https://twitter.com/naufalrizkhy/status/1643662908004667394,6,1,5,False,258,wajar sih menurut gua asal emang buat ngasih thr ke satpam komplek tukang sampah komplek di rt rumah gua juga gini malah kalau rumah gua suka ngasih thr khusus ke satpam komplek diluar iuran thr ini kalau bukan warga yang patungan itu satpam sama kang sampah thrnya dari mana,"Naturally, according to me as long as it is to give a THR to the security guard of the garbage complex complex in the RT my house is also like this, even if my house likes to give a special THR to the security guard outside the THR contribution if it is not a joint venture."
2023-04-05 15:59:31+00:00,"@hrdbacot katanya abis dapet thr mau resign, kok udah 3x lebaran masih disitu aja....chuaaksss",_mrbeee,https://twitter.com/_mrbeee/status/1643644543072600064,3,35,37,False,54,katanya abis dapet thr mau resign kok udah 3x lebaran masih disitu ajachuaaksss,"he said after getting a THR, I want to resign, how come it's already 3 times that Eid is still there."
2023-04-05 15:53:24+00:00,THR diganti jadi ada sebagian cash sebagian ESOP ini rada jahat gak sih. Banyak yang udah ngarep beli ini itu.,petrabarus,https://twitter.com/petrabarus/status/1643643006392881152,4,6,12,False,5642,thr diganti jadi ada sebagian cash sebagian esop ini rada jahat gak sih banyak yang udah ngarep beli ini itu,"THR is replaced so there are some cash some of these esops rather evil, there aren't many who have already bought this"
2023-04-05 15:16:19+00:00,Kalo dapet thr mau langganan mipy langsung gas trobos pegasus sampe mampus,blueskyyy88,https://twitter.com/blueskyyy88/status/1643633671159824384,3,1,1,False,171,kalo dapet thr mau langganan mipy langsung gas trobos pegasus sampe mampus,"if you get a THR, you want to subscribe to the mipy directly, the pegasus trobos gas until it is dead"
2023-04-05 14:46:36+00:00,"Oi bounty hunter nanti ade thr, ade kalung, teros ade...bentar cek lok #saursaurasmara",nasijalang,https://twitter.com/nasijalang/status/1643626193755729926,3,1,2,False,640,oi bounty hunter nanti ade thr ade kalung teros adebentar cek lok,oi bounty hunter later ade thr ade necklace the teros adebentar check lok
2023-04-05 14:31:25+00:00,"@txtdrjkt wah kyk kantor aku wkwk kemarin spv bilang “kalo kita ga cepet-cepet libur, nanti banyak yang minta thr, dari ormas sampe desa, banyak yang mintain duit. mending kita cepet-cepet libur” 😂😂😂",yourp4inkiller,https://twitter.com/yourp4inkiller/status/1643622373998854147,3,1,15,False,639,wah kyk kantor aku wkwk kemarin spv bilang “kalo kita ga cepetcepet libur nanti banyak yang minta thr dari ormas sampe desa banyak yang mintain duit mending kita cepetcepet libur” 😂😂😂,"Wow, my office is when yesterday SPV said ""If we don't hurry up and take a lot of holidays, many people ask for THR from mass organizations until many villages ask for money, we better go on a holiday"" 😂😂😂"
2023-04-05 14:16:48+00:00,ya allah semoga thr gue byk,radeenaptr,https://twitter.com/radeenaptr/status/1643618694214344705,1,1,1,False,66,ya allah semoga thr gue byk,"O Allah, I hope my THR is byk"
2023-04-05 14:10:58+00:00,"Terjadi pembiaran pada perusahaan yang sudah berkali-kali dan bertahun-tahun melakukan pelanggaran.

Mana Janjimu Menaker Ida Fauziah kalo THR itu harus dibayar Full tidak boleh dicicil..!!
@idafauziyah @KemnakerRI @nikejapan @adidas @PUMA @newbalance",KasbiIndo,https://twitter.com/KasbiIndo/status/1643617228841967618,2,5,11,False,2363,terjadi pembiaran pada perusahaan yang sudah berkalikali dan bertahuntahun melakukan pelanggaran mana janjimu menaker ida fauziah kalo thr itu harus dibayar full tidak boleh dicicil,There is omission to companies that have been repeated and years of violating where your promise is to Menakar Ida Fauziah if the THR must be paid full should not be paid in installments
2023-04-05 14:10:55+00:00,"Beberapa karyawan PT Win Bright saat dikonfirmasi mengatakan dengan kompaknya bahwa karyawan butuh kepastian, “Kami mogok kerja karena upah harus dibayar  tanggal 13 diundur tanggal 18  dan itupun belum jelas apalagi uang Tunjangan Hari Raya (THR) gaji aja belum ada kepastiannya.",KasbiIndo,https://twitter.com/KasbiIndo/status/1643617215508299776,1,1,10,False,2363,beberapa karyawan pt win bright saat dikonfirmasi mengatakan dengan kompaknya bahwa karyawan butuh kepastian “kami mogok kerja karena upah harus dibayar tanggal 13 diundur tanggal 18 dan itupun belum jelas apalagi uang tunjangan hari raya thr gaji aja belum ada kepastiannya,"Some employees of PT Win Bright when confirmed said that with his comparison that employees need certainty ""We strike because wages must be paid on the 13th postponed on the 18"
2023-04-05 13:02:46+00:00,"@txtdrjkt @DKIJakarta waduuh ngeri bgt praktek monopolinya wkwk, wajib setor thr dan di beri nominal, wajib beli beras di musolah 😂 matok zakat fitrah per keluarga minimal 3 busettt",Maldecena,https://twitter.com/Maldecena/status/1643600064219316226,1,3,19,False,72,waduuh ngeri bgt praktek monopolinya wkwk wajib setor thr dan di beri nominal wajib beli beras di musolah matok zakat fitrah per keluarga minimal 3 busettt,Waduuh is horrified by the practice of monopoly required to deposit THR and given a nominal required to buy rice at the Matok Zakat Fitrah per family at least 3 Busettt
2023-04-05 13:00:42+00:00,aku mau bikin shoot video serba serbi perjalanan di desa desa mungil apakah ada pertamina disana gak yes replies wit yor cool desa votos : janlup vollovv my son @azthraal untuk para penjavvap suda disiapken thr kecilkecilan bagi 6 orang kalo thr gedenya nanti deketan leb,0tk0il,https://twitter.com/0tk0il/status/1643599545203564545,24,12,27,False,50438,aku mau bikin shoot video serba serbi perjalanan di desa desa mungil apakah ada pertamina disana gak yes replies wit yor cool desa votos janlup vollovv my son untuk para penjavvap suda disiapken thr kecilkecilan bagi 6 orang kalo thr gedenya nanti deketan leb,"I want to make a shooting video of the Sermbi Trip in the village of the village, is there Pertamina there, not yes replies wit yor cool votos janlup vollovv my son for the penjavvap suda, a small thr."
2023-04-05 12:49:58+00:00,"@txtdrjkt Dari dulu di RT gw cuma petugas keamanan dan kebersihan aja yang dapet THR, warga jg gak keberatan karena tau penghasilan bulanan mereka jg gak seberapa.",RyoDMC,https://twitter.com/RyoDMC/status/1643596840842170368,1,2,81,False,64,dari dulu di rt gw cuma petugas keamanan dan kebersihan aja yang dapet thr warga jg gak keberatan karena tau penghasilan bulanan mereka jg gak seberapa,from the first in the RT I was only a security and cleaning officer who got a THR citizen also did not mind because they knew their monthly income was also not much
2023-04-05 12:46:16+00:00,Mau THR 500rb gakk?,masmasjawabgt,https://twitter.com/masmasjawabgt/status/1643595913435418624,128,45,136,False,115612,mau thr 500rb gakk,Want THR 500 thousand gakk
2023-04-05 12:01:44+00:00,"@mukaikhlas minta maaf deh ya, udah gede gbs ngasih thr. lgi gaberes",jaeminpisbar,https://twitter.com/jaeminpisbar/status/1643584702778068992,1,1,6,False,208,minta maaf deh ya udah gede gbs ngasih thr lgi gaberes,"I'm sorry, it's already big, I give you any THR, GABERES"
2023-04-05 11:49:36+00:00,Dana kaget THR RT ♥️,Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1643581652776415235,3,9,4,False,54965,dana kaget thr rt ♥️,Dana was surprised THR RT ♥ ️
2023-04-05 11:25:37+00:00,"""Ini THR buat kamu 2M"" Simpleloh gaada kah?",dopablooo,https://twitter.com/dopablooo/status/1643575615948455936,8,3,7,False,2173,ini thr buat kamu 2m simpleloh gaada kah,"This is THR for you 2m simple, isn't there"
2023-04-05 11:01:58+00:00,dari bandung ke pelosok negeri bali lewat jakarta kirakira ngabisin bbm berapa liter guyz tebak yes nanti kukirim thr buat 6 orang : janlup vollovv my son @azthraal ya dese milih pemenangnya dari yang memvollovvnya : janlup juga erte/likes/love/share thread early thr ini,0tk0il,https://twitter.com/0tk0il/status/1643569664646348800,142,56,89,False,50438,dari bandung ke pelosok negeri bali lewat jakarta kirakira ngabisin bbm berapa liter guyz tebak yes nanti kukirim thr buat 6 orang janlup vollovv my son ya dese milih pemenangnya dari yang memvollovvnya janlup juga ertelikesloveshare thread early thr ini,"From Bandung to remote parts of Bali through Jakarta, I will spend the fuel, how many liters of guyz guess yes later I will send the THR for 6 people Janlup Vollovv My Son, Dese chose the winner from the vollovv of Janlup and Ertelikesloveshare Thread Early Thr"
2023-04-05 11:00:02+00:00,"Jangan lewatkan Shopee Big Ramadan Sale Promo THR Terbesar Midnight Sale 4-6 April 00.00 - 03.00 WIB 🤩✨

Catat jamnya biar gak ketinggalan promo menarik! Mulai dari Gratis Ongkir Super Dahsyat, Flash Sale Akbar Rp1 hingga THR Kaget 15M!",ShopeeID,https://twitter.com/ShopeeID/status/1643569177867997184,9,18,83,True,907012,jangan lewatkan shopee big ramadan sale promo thr terbesar midnight sale 46 april 0000 0300 wib 🤩✨ catat jamnya biar gak ketinggalan promo menarik mulai dari gratis ongkir super dahsyat flash sale akbar rp1 hingga thr kaget 15m,"Don't miss Shopee Big Ramadan Sale Sale, the biggest Midnight Sale promo promo 46 April 0000 0300 WIB 🤩✨ Record the clock so you don't miss the attractive promos starting from the free postage of Super Dahsyat Flash Sale Akbar Rp."
